date,age,dose,VOC,e_s,e_i,e_h
2020-12-28,"[55, 65)",boosted,WT,0.87,0.62,0.94
2020-12-28,"[55, 65)",boosted,abc,0.87,0.62,0.94
2020-12-28,"[55, 65)",boosted,delta,0.8,0.34,0.94
2020-12-28,"[55, 65)",boosted,omicron,0.45,0.34,0.87
2020-12-28,"[65, 75)",none,WT,0.0,0.0,0.0
2020-12-28,"[65, 75)",none,abc,0.0,0.0,0.0
2020-12-28,"[65, 75)",none,delta,0.0,0.0,0.0
2020-12-28,"[65, 75)",none,omicron,0.0,0.0,0.0
2020-12-28,"[65, 75)",partial,WT,0.435,0.31,0.47
2020-12-28,"[65, 75)",partial,abc,0.435,0.31,0.47
2020-12-28,"[65, 75)",partial,delta,0.395,0.19,0.47
2020-12-28,"[65, 75)",partial,omicron,0.025,0.11,0.33
2020-12-28,"[65, 75)",full,WT,0.87,0.62,0.94
2020-12-28,"[65, 75)",full,abc,0.87,0.62,0.94
2020-12-28,"[65, 75)",full,delta,0.79,0.38,0.94
2020-12-28,"[65, 75)",full,omicron,0.05,0.22,0.66
2020-12-28,"[65, 75)",boosted,WT,0.87,0.62,0.94
2020-12-28,"[65, 75)",boosted,abc,0.87,0.62,0.94
2020-12-28,"[65, 75)",boosted,delta,0.8,0.34,0.94
2020-12-28,"[65, 75)",boosted,omicron,0.45,0.34,0.87
2020-12-28,"[75, 85)",none,WT,0.0,0.0,0.0
2020-12-28,"[75, 85)",none,abc,0.0,0.0,0.0
2020-12-28,"[75, 85)",none,delta,0.0,0.0,0.0
2020-12-28,"[75, 85)",none,omicron,0.0,0.0,0.0
2020-12-28,"[75, 85)",partial,WT,0.435,0.31,0.47
2020-12-28,"[75, 85)",partial,abc,0.435,0.31,0.47
2020-12-28,"[75, 85)",partial,delta,0.395,0.19,0.47
2020-12-28,"[75, 85)",partial,omicron,0.025,0.11,0.33
2020-12-28,"[75, 85)",full,WT,0.87,0.62,0.94
2020-12-28,"[75, 85)",full,abc,0.87,0.62,0.94
2020-12-28,"[75, 85)",full,delta,0.79,0.38,0.94
2020-12-28,"[75, 85)",full,omicron,0.05,0.22,0.66
2020-12-28,"[75, 85)",boosted,WT,0.87,0.62,0.94
2020-12-28,"[75, 85)",boosted,abc,0.87,0.62,0.94
2020-12-28,"[75, 85)",boosted,delta,0.8,0.34,0.94
2020-12-28,"[75, 85)",boosted,omicron,0.45,0.34,0.87
2020-12-28,"[85, 120)",none,WT,0.0,0.0,0.0
2020-12-28,"[85, 120)",none,abc,0.0,0.0,0.0
2020-12-28,"[85, 120)",none,delta,0.0,0.0,0.0
2020-12-28,"[85, 120)",none,omicron,0.0,0.0,0.0
2020-12-28,"[85, 120)",partial,WT,0.435,0.31,0.47
2020-12-28,"[85, 120)",partial,abc,0.435,0.31,0.47
2020-12-28,"[85, 120)",partial,delta,0.395,0.19,0.47
2020-12-28,"[85, 120)",partial,omicron,0.025,0.11,0.33
2020-12-28,"[85, 120)",full,WT,0.87,0.62,0.94
2020-12-28,"[85, 120)",full,abc,0.87,0.62,0.94
2020-12-28,"[85, 120)",full,delta,0.79,0.38,0.94
2020-12-28,"[85, 120)",full,omicron,0.05,0.22,0.66
2020-12-28,"[85, 120)",boosted,WT,0.87,0.62,0.94
2020-12-28,"[85, 120)",boosted,abc,0.87,0.62,0.94
2020-12-28,"[85, 120)",boosted,delta,0.8,0.34,0.94
2020-12-28,"[85, 120)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[0, 12)",none,WT,0.0,0.0,0.0
2021-01-04,"[0, 12)",none,abc,0.0,0.0,0.0
2021-01-04,"[0, 12)",none,delta,0.0,0.0,0.0
2021-01-04,"[0, 12)",none,omicron,0.0,0.0,0.0
2021-01-04,"[0, 12)",partial,WT,0.435,0.31,0.47
2021-01-04,"[0, 12)",partial,abc,0.435,0.31,0.47
2021-01-04,"[0, 12)",partial,delta,0.395,0.19,0.47
2021-01-04,"[0, 12)",partial,omicron,0.025,0.11,0.33
2021-01-04,"[0, 12)",full,WT,0.87,0.62,0.94
2021-01-04,"[0, 12)",full,abc,0.87,0.62,0.94
2021-01-04,"[0, 12)",full,delta,0.79,0.38,0.94
2021-01-04,"[0, 12)",full,omicron,0.05,0.22,0.66
2021-01-04,"[0, 12)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[0, 12)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[0, 12)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[0, 12)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[12, 18)",none,WT,0.0,0.0,0.0
2021-01-04,"[12, 18)",none,abc,0.0,0.0,0.0
2021-01-04,"[12, 18)",none,delta,0.0,0.0,0.0
2021-01-04,"[12, 18)",none,omicron,0.0,0.0,0.0
2021-01-04,"[12, 18)",partial,WT,0.435,0.31,0.47
2021-01-04,"[12, 18)",partial,abc,0.435,0.31,0.47
2021-01-04,"[12, 18)",partial,delta,0.395,0.19,0.47
2021-01-04,"[12, 18)",partial,omicron,0.025,0.11,0.33
2021-01-04,"[12, 18)",full,WT,0.87,0.62,0.94
2021-01-04,"[12, 18)",full,abc,0.87,0.62,0.94
2021-01-04,"[12, 18)",full,delta,0.79,0.38,0.94
2021-01-04,"[12, 18)",full,omicron,0.05,0.22,0.66
2021-01-04,"[12, 18)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[12, 18)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[12, 18)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[12, 18)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[18, 25)",none,WT,0.0,0.0,0.0
2021-01-04,"[18, 25)",none,abc,0.0,0.0,0.0
2021-01-04,"[18, 25)",none,delta,0.0,0.0,0.0
2021-01-04,"[18, 25)",none,omicron,0.0,0.0,0.0
2021-01-04,"[18, 25)",partial,WT,0.43486640049378095,0.3099047911564876,0.4698556511082231
2021-01-04,"[18, 25)",partial,abc,0.43486640049378095,0.3099047911564876,0.4698556511082231
2021-01-04,"[18, 25)",partial,delta,0.3948786855058471,0.18994164619268594,0.4698556511082231
2021-01-04,"[18, 25)",partial,omicron,0.024992321867458676,0.10996621621681817,0.32989864865045454
2021-01-04,"[18, 25)",full,WT,0.87,0.62,0.94
2021-01-04,"[18, 25)",full,abc,0.87,0.62,0.94
2021-01-04,"[18, 25)",full,delta,0.79,0.38,0.94
2021-01-04,"[18, 25)",full,omicron,0.05,0.22,0.66
2021-01-04,"[18, 25)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[18, 25)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[18, 25)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[18, 25)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[25, 35)",none,WT,0.0,0.0,0.0
2021-01-04,"[25, 35)",none,abc,0.0,0.0,0.0
2021-01-04,"[25, 35)",none,delta,0.0,0.0,0.0
2021-01-04,"[25, 35)",none,omicron,0.0,0.0,0.0
2021-01-04,"[25, 35)",partial,WT,0.4343663437020106,0.309548428845111,0.4693153598619425
2021-01-04,"[25, 35)",partial,abc,0.4343663437020106,0.309548428845111,0.4693153598619425
2021-01-04,"[25, 35)",partial,delta,0.3944246109478028,0.1897232305824874,0.4693153598619425
2021-01-04,"[25, 35)",partial,omicron,0.024963582971379922,0.10983976507407166,0.329519295222215
2021-01-04,"[25, 35)",full,WT,0.87,0.62,0.94
2021-01-04,"[25, 35)",full,abc,0.87,0.62,0.94
2021-01-04,"[25, 35)",full,delta,0.79,0.38,0.94
2021-01-04,"[25, 35)",full,omicron,0.05,0.22,0.66
2021-01-04,"[25, 35)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[25, 35)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[25, 35)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[25, 35)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[35, 45)",none,WT,0.0,0.0,0.0
2021-01-04,"[35, 45)",none,abc,0.0,0.0,0.0
2021-01-04,"[35, 45)",none,delta,0.0,0.0,0.0
2021-01-04,"[35, 45)",none,omicron,0.0,0.0,0.0
2021-01-04,"[35, 45)",partial,WT,0.434315051444891,0.3095118757423362,0.4692599406416064
2021-01-04,"[35, 45)",partial,abc,0.434315051444891,0.3095118757423362,0.4692599406416064
2021-01-04,"[35, 45)",partial,delta,0.39437803522007353,0.18970082706788347,0.4692599406416064
2021-01-04,"[35, 45)",partial,omicron,0.02496063514051098,0.1098267946182483,0.32948038385474493
2021-01-04,"[35, 45)",full,WT,0.87,0.62,0.94
2021-01-04,"[35, 45)",full,abc,0.87,0.62,0.94
2021-01-04,"[35, 45)",full,delta,0.79,0.38,0.94
2021-01-04,"[35, 45)",full,omicron,0.05,0.22,0.66
2021-01-04,"[35, 45)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[35, 45)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[35, 45)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[35, 45)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[45, 55)",none,WT,0.0,0.0,0.0
2021-01-04,"[45, 55)",none,abc,0.0,0.0,0.0
2021-01-04,"[45, 55)",none,delta,0.0,0.0,0.0
2021-01-04,"[45, 55)",none,omicron,0.0,0.0,0.0
2021-01-04,"[45, 55)",partial,WT,0.4342386676950317,0.3094574413458847,0.4691774110727928
2021-01-04,"[45, 55)",partial,abc,0.4342386676950317,0.3094574413458847,0.4691774110727928
2021-01-04,"[45, 55)",partial,delta,0.39430867526330465,0.1896674640507035,0.4691774110727928
2021-01-04,"[45, 55)",partial,omicron,0.02495624526982941,0.1098074791872494,0.3294224375617482
2021-01-04,"[45, 55)",full,WT,0.87,0.62,0.94
2021-01-04,"[45, 55)",full,abc,0.87,0.62,0.94
2021-01-04,"[45, 55)",full,delta,0.79,0.38,0.94
2021-01-04,"[45, 55)",full,omicron,0.05,0.22,0.66
2021-01-04,"[45, 55)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[45, 55)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[45, 55)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[45, 55)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[55, 65)",none,WT,0.0,0.0,0.0
2021-01-04,"[55, 65)",none,abc,0.0,0.0,0.0
2021-01-04,"[55, 65)",none,delta,0.0,0.0,0.0
2021-01-04,"[55, 65)",none,omicron,0.0,0.0,0.0
2021-01-04,"[55, 65)",partial,WT,0.43411085438156427,0.3093663559960573,0.46903931392950615
2021-01-04,"[55, 65)",partial,abc,0.43411085438156427,0.3093663559960573,0.46903931392950615
2021-01-04,"[55, 65)",partial,delta,0.394192614898202,0.1896116375459706,0.46903931392950615
2021-01-04,"[55, 65)",partial,omicron,0.024948899677101392,0.10977515857924613,0.3293254757377384
2021-01-04,"[55, 65)",full,WT,0.87,0.62,0.94
2021-01-04,"[55, 65)",full,abc,0.87,0.62,0.94
2021-01-04,"[55, 65)",full,delta,0.79,0.38,0.94
2021-01-04,"[55, 65)",full,omicron,0.05,0.22,0.66
2021-01-04,"[55, 65)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[55, 65)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[55, 65)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[55, 65)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[65, 75)",none,WT,0.0,0.0,0.0
2021-01-04,"[65, 75)",none,abc,0.0,0.0,0.0
2021-01-04,"[65, 75)",none,delta,0.0,0.0,0.0
2021-01-04,"[65, 75)",none,omicron,0.0,0.0,0.0
2021-01-04,"[65, 75)",partial,WT,0.4339303498134218,0.30923772055669146,0.46884428600530637
2021-01-04,"[65, 75)",partial,abc,0.4339303498134218,0.30923772055669146,0.46884428600530637
2021-01-04,"[65, 75)",partial,delta,0.39402870845126814,0.18953279647023025,0.46884428600530637
2021-01-04,"[65, 75)",partial,omicron,0.024938525851346087,0.10972951374592277,0.3291885412377683
2021-01-04,"[65, 75)",full,WT,0.87,0.62,0.94
2021-01-04,"[65, 75)",full,abc,0.87,0.62,0.94
2021-01-04,"[65, 75)",full,delta,0.79,0.38,0.94
2021-01-04,"[65, 75)",full,omicron,0.05,0.22,0.66
2021-01-04,"[65, 75)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[65, 75)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[65, 75)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[65, 75)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[75, 85)",none,WT,0.0,0.0,0.0
2021-01-04,"[75, 85)",none,abc,0.0,0.0,0.0
2021-01-04,"[75, 85)",none,delta,0.0,0.0,0.0
2021-01-04,"[75, 85)",none,omicron,0.0,0.0,0.0
2021-01-04,"[75, 85)",partial,WT,0.43389088350488514,0.3092095951414124,0.4688016442466575
2021-01-04,"[75, 85)",partial,abc,0.43389088350488514,0.3092095951414124,0.4688016442466575
2021-01-04,"[75, 85)",partial,delta,0.3939928712285739,0.18951555831247857,0.4688016442466575
2021-01-04,"[75, 85)",partial,omicron,0.02493625767269455,0.10971953375985602,0.3291586012795681
2021-01-04,"[75, 85)",full,WT,0.87,0.62,0.94
2021-01-04,"[75, 85)",full,abc,0.87,0.62,0.94
2021-01-04,"[75, 85)",full,delta,0.79,0.38,0.94
2021-01-04,"[75, 85)",full,omicron,0.05,0.22,0.66
2021-01-04,"[75, 85)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[75, 85)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[75, 85)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[75, 85)",boosted,omicron,0.45,0.34,0.87
2021-01-04,"[85, 120)",none,WT,0.0,0.0,0.0
2021-01-04,"[85, 120)",none,abc,0.0,0.0,0.0
2021-01-04,"[85, 120)",none,delta,0.0,0.0,0.0
2021-01-04,"[85, 120)",none,omicron,0.0,0.0,0.0
2021-01-04,"[85, 120)",partial,WT,0.43390205734933296,0.3092175581110189,0.4688137171360609
2021-01-04,"[85, 120)",partial,abc,0.43390205734933296,0.3092175581110189,0.4688137171360609
2021-01-04,"[85, 120)",partial,delta,0.39400301759307255,0.1895204388422374,0.4688137171360609
2021-01-04,"[85, 120)",partial,omicron,0.02493689984766282,0.10972235932971638,0.3291670779891492
2021-01-04,"[85, 120)",full,WT,0.87,0.62,0.94
2021-01-04,"[85, 120)",full,abc,0.87,0.62,0.94
2021-01-04,"[85, 120)",full,delta,0.79,0.38,0.94
2021-01-04,"[85, 120)",full,omicron,0.05,0.22,0.66
2021-01-04,"[85, 120)",boosted,WT,0.87,0.62,0.94
2021-01-04,"[85, 120)",boosted,abc,0.87,0.62,0.94
2021-01-04,"[85, 120)",boosted,delta,0.8,0.34,0.94
2021-01-04,"[85, 120)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[0, 12)",none,WT,0.0,0.0,0.0
2021-01-11,"[0, 12)",none,abc,0.0,0.0,0.0
2021-01-11,"[0, 12)",none,delta,0.0,0.0,0.0
2021-01-11,"[0, 12)",none,omicron,0.0,0.0,0.0
2021-01-11,"[0, 12)",partial,WT,0.435,0.31,0.47
2021-01-11,"[0, 12)",partial,abc,0.435,0.31,0.47
2021-01-11,"[0, 12)",partial,delta,0.395,0.19,0.47
2021-01-11,"[0, 12)",partial,omicron,0.025,0.11,0.33
2021-01-11,"[0, 12)",full,WT,0.87,0.62,0.94
2021-01-11,"[0, 12)",full,abc,0.87,0.62,0.94
2021-01-11,"[0, 12)",full,delta,0.79,0.38,0.94
2021-01-11,"[0, 12)",full,omicron,0.05,0.22,0.66
2021-01-11,"[0, 12)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[0, 12)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[0, 12)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[0, 12)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[12, 18)",none,WT,0.0,0.0,0.0
2021-01-11,"[12, 18)",none,abc,0.0,0.0,0.0
2021-01-11,"[12, 18)",none,delta,0.0,0.0,0.0
2021-01-11,"[12, 18)",none,omicron,0.0,0.0,0.0
2021-01-11,"[12, 18)",partial,WT,0.435,0.31,0.47
2021-01-11,"[12, 18)",partial,abc,0.435,0.31,0.47
2021-01-11,"[12, 18)",partial,delta,0.395,0.19,0.47
2021-01-11,"[12, 18)",partial,omicron,0.025,0.11,0.33
2021-01-11,"[12, 18)",full,WT,0.87,0.62,0.94
2021-01-11,"[12, 18)",full,abc,0.87,0.62,0.94
2021-01-11,"[12, 18)",full,delta,0.79,0.38,0.94
2021-01-11,"[12, 18)",full,omicron,0.05,0.22,0.66
2021-01-11,"[12, 18)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[12, 18)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[12, 18)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[12, 18)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[18, 25)",none,WT,0.0,0.0,0.0
2021-01-11,"[18, 25)",none,abc,0.0,0.0,0.0
2021-01-11,"[18, 25)",none,delta,0.0,0.0,0.0
2021-01-11,"[18, 25)",none,omicron,0.0,0.0,0.0
2021-01-11,"[18, 25)",partial,WT,0.4339370055861763,0.3092424637510682,0.46885147730000654
2021-01-11,"[18, 25)",partial,abc,0.4339370055861763,0.3092424637510682,0.46885147730000654
2021-01-11,"[18, 25)",partial,delta,0.39403475219894174,0.18953570358936436,0.46885147730000654
2021-01-11,"[18, 25)",partial,omicron,0.024938908367021628,0.10973119681489517,0.32919359044468555
2021-01-11,"[18, 25)",full,WT,0.87,0.62,0.94
2021-01-11,"[18, 25)",full,abc,0.87,0.62,0.94
2021-01-11,"[18, 25)",full,delta,0.79,0.38,0.94
2021-01-11,"[18, 25)",full,omicron,0.05,0.22,0.66
2021-01-11,"[18, 25)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[18, 25)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[18, 25)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[18, 25)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[25, 35)",none,WT,0.0,0.0,0.0
2021-01-11,"[25, 35)",none,abc,0.0,0.0,0.0
2021-01-11,"[25, 35)",none,delta,0.0,0.0,0.0
2021-01-11,"[25, 35)",none,omicron,0.0,0.0,0.0
2021-01-11,"[25, 35)",partial,WT,0.43191524752571536,0.3078016706505098,0.46666704905077283
2021-01-11,"[25, 35)",partial,abc,0.43191524752571536,0.3078016706505098,0.46666704905077283
2021-01-11,"[25, 35)",partial,delta,0.39219890292564963,0.18865263685031244,0.46666704905077283
2021-01-11,"[25, 35)",partial,omicron,0.024822715375041115,0.10921994765018089,0.32765984295054273
2021-01-11,"[25, 35)",full,WT,0.87,0.62,0.94
2021-01-11,"[25, 35)",full,abc,0.87,0.62,0.94
2021-01-11,"[25, 35)",full,delta,0.79,0.38,0.94
2021-01-11,"[25, 35)",full,omicron,0.05,0.22,0.66
2021-01-11,"[25, 35)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[25, 35)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[25, 35)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[25, 35)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[35, 45)",none,WT,0.0,0.0,0.0
2021-01-11,"[35, 45)",none,abc,0.0,0.0,0.0
2021-01-11,"[35, 45)",none,delta,0.0,0.0,0.0
2021-01-11,"[35, 45)",none,omicron,0.0,0.0,0.0
2021-01-11,"[35, 45)",partial,WT,0.43139218865449414,0.30742891605262807,0.46610190498301673
2021-01-11,"[35, 45)",partial,abc,0.43139218865449414,0.30742891605262807,0.46610190498301673
2021-01-11,"[35, 45)",partial,delta,0.39172394142189704,0.18842417435483655,0.46610190498301673
2021-01-11,"[35, 45)",partial,omicron,0.024792654520373228,0.10908767988964221,0.3272630396689266
2021-01-11,"[35, 45)",full,WT,0.87,0.62,0.94
2021-01-11,"[35, 45)",full,abc,0.87,0.62,0.94
2021-01-11,"[35, 45)",full,delta,0.79,0.38,0.94
2021-01-11,"[35, 45)",full,omicron,0.05,0.22,0.66
2021-01-11,"[35, 45)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[35, 45)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[35, 45)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[35, 45)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[45, 55)",none,WT,0.0,0.0,0.0
2021-01-11,"[45, 55)",none,abc,0.0,0.0,0.0
2021-01-11,"[45, 55)",none,delta,0.0,0.0,0.0
2021-01-11,"[45, 55)",none,omicron,0.0,0.0,0.0
2021-01-11,"[45, 55)",partial,WT,0.43091018273717036,0.30708541758281105,0.46558111698039095
2021-01-11,"[45, 55)",partial,abc,0.43091018273717036,0.30708541758281105,0.46558111698039095
2021-01-11,"[45, 55)",partial,delta,0.3912862578877754,0.18821364303462612,0.46558111698039095
2021-01-11,"[45, 55)",partial,omicron,0.024764953030871863,0.10896579333583617,0.32689738000750856
2021-01-11,"[45, 55)",full,WT,0.87,0.62,0.94
2021-01-11,"[45, 55)",full,abc,0.87,0.62,0.94
2021-01-11,"[45, 55)",full,delta,0.79,0.38,0.94
2021-01-11,"[45, 55)",full,omicron,0.05,0.22,0.66
2021-01-11,"[45, 55)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[45, 55)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[45, 55)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[45, 55)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[55, 65)",none,WT,0.0,0.0,0.0
2021-01-11,"[55, 65)",none,abc,0.0,0.0,0.0
2021-01-11,"[55, 65)",none,delta,0.0,0.0,0.0
2021-01-11,"[55, 65)",none,omicron,0.0,0.0,0.0
2021-01-11,"[55, 65)",partial,WT,0.43042290394966165,0.306738161435391,0.46505463185365736
2021-01-11,"[55, 65)",partial,abc,0.43042290394966165,0.306738161435391,0.46505463185365736
2021-01-11,"[55, 65)",partial,delta,0.390843786345095,0.18800080862169127,0.46505463185365736
2021-01-11,"[55, 65)",partial,omicron,0.024736948502854114,0.10884257341255811,0.3265277202376743
2021-01-11,"[55, 65)",full,WT,0.87,0.62,0.94
2021-01-11,"[55, 65)",full,abc,0.87,0.62,0.94
2021-01-11,"[55, 65)",full,delta,0.79,0.38,0.94
2021-01-11,"[55, 65)",full,omicron,0.05,0.22,0.66
2021-01-11,"[55, 65)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[55, 65)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[55, 65)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[55, 65)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[65, 75)",none,WT,0.0,0.0,0.0
2021-01-11,"[65, 75)",none,abc,0.0,0.0,0.0
2021-01-11,"[65, 75)",none,delta,0.0,0.0,0.0
2021-01-11,"[65, 75)",none,omicron,0.0,0.0,0.0
2021-01-11,"[65, 75)",partial,WT,0.42916570362536566,0.30584222557209967,0.46369627748028014
2021-01-11,"[65, 75)",partial,abc,0.42916570362536566,0.30584222557209967,0.46369627748028014
2021-01-11,"[65, 75)",partial,delta,0.38970219064832057,0.18745168664096434,0.46369627748028014
2021-01-11,"[65, 75)",partial,omicron,0.024664695610653202,0.10852466068687408,0.32557398206062227
2021-01-11,"[65, 75)",full,WT,0.8681287895617859,0.6184128098329549,0.9390162299439692
2021-01-11,"[65, 75)",full,abc,0.8681287895617859,0.6184128098329549,0.9390162299439692
2021-01-11,"[65, 75)",full,delta,0.787898023660278,0.37888827264244973,0.9390162299439692
2021-01-11,"[65, 75)",full,omicron,0.04968356228389115,0.2193057565546423,0.6582323520987298
2021-01-11,"[65, 75)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[65, 75)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[65, 75)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[65, 75)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[75, 85)",none,WT,0.0,0.0,0.0
2021-01-11,"[75, 85)",none,abc,0.0,0.0,0.0
2021-01-11,"[75, 85)",none,delta,0.0,0.0,0.0
2021-01-11,"[75, 85)",none,omicron,0.0,0.0,0.0
2021-01-11,"[75, 85)",partial,WT,0.4282814064118482,0.30521203675327113,0.46274082991624976
2021-01-11,"[75, 85)",partial,abc,0.4282814064118482,0.30521203675327113,0.46274082991624976
2021-01-11,"[75, 85)",partial,delta,0.38889920812110357,0.18706544188103716,0.46274082991624976
2021-01-11,"[75, 85)",partial,omicron,0.024613873931715418,0.10830104529954782,0.3249031358986435
2021-01-11,"[75, 85)",full,WT,0.8682624465464627,0.618526179792583,0.9390864987585392
2021-01-11,"[75, 85)",full,abc,0.8682624465464627,0.618526179792583,0.9390864987585392
2021-01-11,"[75, 85)",full,delta,0.7880481638121772,0.3789676812024696,0.9390864987585392
2021-01-11,"[75, 85)",full,omicron,0.04970616482506415,0.2193553450368585,0.6583586118093583
2021-01-11,"[75, 85)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[75, 85)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[75, 85)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[75, 85)",boosted,omicron,0.45,0.34,0.87
2021-01-11,"[85, 120)",none,WT,0.0,0.0,0.0
2021-01-11,"[85, 120)",none,abc,0.0,0.0,0.0
2021-01-11,"[85, 120)",none,delta,0.0,0.0,0.0
2021-01-11,"[85, 120)",none,omicron,0.0,0.0,0.0
2021-01-11,"[85, 120)",partial,WT,0.4281371550855623,0.30510923695752723,0.46258497216141214
2021-01-11,"[85, 120)",partial,abc,0.4281371550855623,0.30510923695752723,0.46258497216141214
2021-01-11,"[85, 120)",partial,delta,0.3887682212845911,0.18700243555461343,0.46258497216141214
2021-01-11,"[85, 120)",partial,omicron,0.024605583625607032,0.10826456795267093,0.3247937038580128
2021-01-11,"[85, 120)",full,WT,0.8683103665002643,0.6185668262521824,0.939111692191984
2021-01-11,"[85, 120)",full,abc,0.8683103665002643,0.6185668262521824,0.939111692191984
2021-01-11,"[85, 120)",full,delta,0.7881019934654512,0.3789961515030439,0.939111692191984
2021-01-11,"[85, 120)",full,omicron,0.04971426849979114,0.21937312396388303,0.6584038796231949
2021-01-11,"[85, 120)",boosted,WT,0.87,0.62,0.94
2021-01-11,"[85, 120)",boosted,abc,0.87,0.62,0.94
2021-01-11,"[85, 120)",boosted,delta,0.8,0.34,0.94
2021-01-11,"[85, 120)",boosted,omicron,0.45,0.34,0.87
2021-01-18,"[0, 12)",none,WT,0.0,0.0,0.0
2021-01-18,"[0, 12)",none,abc,0.0,0.0,0.0
2021-01-18,"[0, 12)",none,delta,0.0,0.0,0.0
2021-01-18,"[0, 12)",none,omicron,0.0,0.0,0.0
2021-01-18,"[0, 12)",partial,WT,0.4318880311766987,0.3077822750914405,0.466637642880571
2021-01-18,"[0, 12)",partial,abc,0.4318880311766987,0.3077822750914405,0.466637642880571
2021-01-18,"[0, 12)",partial,delta,0.39217418922941616,0.18864074924959257,0.466637642880571
2021-01-18,"[0, 12)",partial,omicron,0.024821151217051654,0.10921306535502728,0.32763919606508185
2021-01-18,"[0, 12)",full,WT,0.87,0.62,0.94
2021-01-18,"[0, 12)",full,abc,0.87,0.62,0.94
2021-01-18,"[0, 12)",full,delta,0.79,0.38,0.94
2021-01-18,"[0, 12)",full,omicron,0.05,0.22,0.66
2021-01-18,"[0, 12)",boosted,WT,0.87,0.62,0.94
2021-01-18,"[0, 12)",boosted,abc,0.87,0.62,0.94
2021-01-18,"[0, 12)",boosted,delta,0.8,0.34,0.94
