place,,total,total,hospital,hospital,nursing,nursing,others,others
quantity,,incidence,cumsum,incidence,cumsum,incidence,cumsum,incidence,cumsum
age_class,date,,,,,,,,
70-80,2020-12-16,22,3660,18,2726,4,912,0,22
70-80,2020-12-17,14,3674,9,2735,5,917,0,22
70-80,2020-12-18,16,3690,12,2747,4,921,0,22
70-80,2020-12-19,18,3708,14,2761,4,925,0,22
70-80,2020-12-20,10,3718,8,2769,2,927,0,22
70-80,2020-12-21,10,3728,6,2775,4,931,0,22
70-80,2020-12-22,21,3749,15,2790,6,937,0,22
70-80,2020-12-23,20,3769,13,2803,7,944,0,22
70-80,2020-12-24,17,3786,12,2815,5,949,0,22
70-80,2020-12-25,23,3809,16,2831,7,956,0,22
70-80,2020-12-26,5,3814,4,2835,1,957,0,22
70-80,2020-12-27,9,3823,7,2842,2,959,0,22
70-80,2020-12-28,9,3832,6,2848,3,962,0,22
70-80,2020-12-29,22,3854,17,2865,5,967,0,22
70-80,2020-12-30,10,3864,4,2869,6,973,0,22
70-80,2020-12-31,16,3880,15,2884,1,974,0,22
70-80,2021-01-01,9,3889,7,2891,2,976,0,22
70-80,2021-01-02,15,3904,12,2903,3,979,0,22
70-80,2021-01-03,9,3913,7,2910,2,981,0,22
70-80,2021-01-04,8,3921,5,2915,3,984,0,22
70-80,2021-01-05,13,3934,9,2924,4,988,0,22
70-80,2021-01-06,8,3942,4,2928,4,992,0,22
70-80,2021-01-07,15,3957,11,2939,4,996,0,22
70-80,2021-01-08,11,3968,8,2947,3,999,0,22
70-80,2021-01-09,7,3975,5,2952,2,1001,0,22
70-80,2021-01-10,4,3979,3,2955,1,1002,0,22
70-80,2021-01-11,8,3987,8,2963,0,1002,0,22
70-80,2021-01-12,7,3994,4,2967,3,1005,0,22
70-80,2021-01-13,7,4001,6,2973,1,1006,0,22
70-80,2021-01-14,7,4008,6,2979,1,1007,0,22
70-80,2021-01-15,8,4016,8,2987,0,1007,0,22
70-80,2021-01-16,8,4024,6,2993,2,1009,0,22
70-80,2021-01-17,7,4031,6,2999,1,1010,0,22
70-80,2021-01-18,9,4040,8,3007,1,1011,0,22
70-80,2021-01-19,12,4052,11,3018,1,1012,0,22
70-80,2021-01-20,12,4064,10,3028,2,1014,0,22
70-80,2021-01-21,10,4074,8,3036,2,1016,0,22
70-80,2021-01-22,11,4085,10,3046,1,1017,0,22
70-80,2021-01-23,13,4098,10,3056,3,1020,0,22
70-80,2021-01-24,4,4102,4,3060,0,1020,0,22
70-80,2021-01-25,5,4107,2,3062,3,1023,0,22
70-80,2021-01-26,7,4114,7,3069,0,1023,0,22
70-80,2021-01-27,10,4124,9,3078,1,1024,0,22
70-80,2021-01-28,6,4130,5,3083,1,1025,0,22
70-80,2021-01-29,9,4139,8,3091,1,1026,0,22
70-80,2021-01-30,9,4148,7,3098,2,1028,0,22
70-80,2021-01-31,9,4157,6,3104,3,1031,0,22
70-80,2021-02-01,5,4162,2,3106,3,1034,0,22
70-80,2021-02-02,10,4172,7,3113,3,1037,0,22
70-80,2021-02-03,8,4180,5,3118,2,1039,1,23
70-80,2021-02-04,4,4184,3,3121,1,1040,0,23
70-80,2021-02-05,11,4195,10,3131,1,1041,0,23
70-80,2021-02-06,6,4201,4,3135,2,1043,0,23
70-80,2021-02-07,6,4207,5,3140,1,1044,0,23
70-80,2021-02-08,6,4213,4,3144,2,1046,0,23
70-80,2021-02-09,9,4222,5,3149,4,1050,0,23
70-80,2021-02-10,8,4230,6,3155,2,1052,0,23
70-80,2021-02-11,9,4239,7,3162,2,1054,0,23
70-80,2021-02-12,8,4247,6,3168,2,1056,0,23
70-80,2021-02-13,7,4254,6,3174,1,1057,0,23
70-80,2021-02-14,9,4263,9,3183,0,1057,0,23
70-80,2021-02-15,4,4267,2,3185,2,1059,0,23
70-80,2021-02-16,9,4276,8,3193,1,1060,0,23
70-80,2021-02-17,7,4283,6,3199,1,1061,0,23
70-80,2021-02-18,10,4293,9,3208,1,1062,0,23
70-80,2021-02-19,5,4298,4,3212,1,1063,0,23
70-80,2021-02-20,7,4305,5,3217,2,1065,0,23
70-80,2021-02-21,4,4309,2,3219,2,1067,0,23
70-80,2021-02-22,8,4317,8,3227,0,1067,0,23
70-80,2021-02-23,7,4324,6,3233,1,1068,0,23
70-80,2021-02-24,9,4333,7,3240,2,1070,0,23
70-80,2021-02-25,3,4336,2,3242,1,1071,0,23
70-80,2021-02-26,9,4345,8,3250,1,1072,0,23
70-80,2021-02-27,6,4351,6,3256,0,1072,0,23
70-80,2021-02-28,7,4358,6,3262,1,1073,0,23
70-80,2021-03-01,5,4363,4,3266,1,1074,0,23
70-80,2021-03-02,6,4369,6,3272,0,1074,0,23
70-80,2021-03-03,11,4380,10,3282,1,1075,0,23
70-80,2021-03-04,3,4383,3,3285,0,1075,0,23
70-80,2021-03-05,5,4388,5,3290,0,1075,0,23
70-80,2021-03-06,5,4393,5,3295,0,1075,0,23
70-80,2021-03-07,1,4394,1,3296,0,1075,0,23
70-80,2021-03-08,12,4406,12,3308,0,1075,0,23
70-80,2021-03-09,1,4407,1,3309,0,1075,0,23
80+,2020-03-10,1,1,1,1,0,0,0,0
80+,2020-03-11,2,3,1,2,1,1,0,0
80+,2020-03-12,0,3,0,2,0,1,0,0
80+,2020-03-13,2,5,2,4,0,1,0,0
80+,2020-03-14,3,8,1,5,2,3,0,0
80+,2020-03-15,2,10,0,5,0,3,2,2
80+,2020-03-16,7,17,4,9,3,6,0,2
80+,2020-03-17,8,25,5,14,2,8,1,3
80+,2020-03-18,14,39,11,25,3,11,0,3
80+,2020-03-19,21,60,10,35,10,21,1,4
80+,2020-03-20,24,84,8,43,14,35,2,6
80+,2020-03-21,22,106,10,53,11,46,1,7
80+,2020-03-22,28,134,8,61,16,62,4,11
80+,2020-03-23,43,177,28,89,12,74,3,14
80+,2020-03-24,51,228,37,126,11,85,3,17
80+,2020-03-25,64,292,41,167,22,107,1,18
80+,2020-03-26,68,360,47,214,21,128,0,18
80+,2020-03-27,87,447,47,261,40,168,0,18
80+,2020-03-28,93,540,51,312,42,210,0,18
80+,2020-03-29,93,633,41,353,51,261,1,19
80+,2020-03-30,119,752,73,426,43,304,3,22
80+,2020-03-31,137,889,70,496,67,371,0,22
80+,2020-04-01,163,1052,76,572,87,458,0,22
80+,2020-04-02,134,1186,63,635,70,528,1,23
80+,2020-04-03,156,1342,62,697,92,620,2,25
80+,2020-04-04,186,1528,77,774,109,729,0,25
80+,2020-04-05,166,1694,69,843,97,826,0,25
80+,2020-04-06,187,1881,69,912,117,943,1,26
80+,2020-04-07,192,2073,58,970,133,1076,1,27
80+,2020-04-08,235,2308,69,1039,164,1240,2,29
80+,2020-04-09,196,2504,60,1099,136,1376,0,29
80+,2020-04-10,217,2721,69,1168,147,1523,1,30
80+,2020-04-11,202,2923,64,1232,137,1660,1,31
80+,2020-04-12,191,3114,55,1287,135,1795,1,32
80+,2020-04-13,190,3304,61,1348,128,1923,1,33
80+,2020-04-14,181,3485,61,1409,119,2042,1,34
80+,2020-04-15,203,3688,74,1483,128,2170,1,35
80+,2020-04-16,176,3864,51,1534,125,2295,0,35
80+,2020-04-17,142,4006,40,1574,101,2396,1,36
80+,2020-04-18,141,4147,29,1603,111,2507,1,37
80+,2020-04-19,148,4295,56,1659,91,2598,1,38
80+,2020-04-20,144,4439,39,1698,105,2703,0,38
80+,2020-04-21,157,4596,57,1755,100,2803,0,38
80+,2020-04-22,128,4724,44,1799,84,2887,0,38
80+,2020-04-23,110,4834,39,1838,71,2958,0,38
80+,2020-04-24,110,4944,33,1871,77,3035,0,38
80+,2020-04-25,93,5037,42,1913,51,3086,0,38
80+,2020-04-26,105,5142,41,1954,64,3150,0,38
80+,2020-04-27,98,5240,32,1986,66,3216,0,38
80+,2020-04-28,67,5307,25,2011,42,3258,0,38
80+,2020-04-29,80,5387,30,2041,50,3308,0,38
80+,2020-04-30,66,5453,19,2060,47,3355,0,38
80+,2020-05-01,63,5516,23,2083,40,3395,0,38
80+,2020-05-02,53,5569,20,2103,33,3428,0,38
80+,2020-05-03,59,5628,22,2125,37,3465,0,38
80+,2020-05-04,67,5695,37,2162,29,3494,1,39
80+,2020-05-05,57,5752,20,2182,36,3530,1,40
80+,2020-05-06,55,5807,22,2204,33,3563,0,40
80+,2020-05-07,50,5857,23,2227,27,3590,0,40
80+,2020-05-08,51,5908,22,2249,29,3619,0,40
80+,2020-05-09,53,5961,21,2270,32,3651,0,40
80+,2020-05-10,58,6019,25,2295,33,3684,0,40
80+,2020-05-11,48,6067,20,2315,28,3712,0,40
80+,2020-05-12,28,6095,12,2327,16,3728,0,40
80+,2020-05-13,38,6133,22,2349,16,3744,0,40
80+,2020-05-14,29,6162,12,2361,17,3761,0,40
80+,2020-05-15,33,6195,15,2376,18,3779,0,40
80+,2020-05-16,18,6213,9,2385,9,3788,0,40
80+,2020-05-17,25,6238,7,2392,18,3806,0,40
80+,2020-05-18,24,6262,11,2403,13,3819,0,40
80+,2020-05-19,26,6288,14,2417,12,3831,0,40
80+,2020-05-20,19,6307,8,2425,11,3842,0,40
80+,2020-05-21,25,6332,11,2436,14,3856,0,40
80+,2020-05-22,31,6363,10,2446,21,3877,0,40
80+,2020-05-23,19,6382,11,2457,8,3885,0,40
80+,2020-05-24,20,6402,10,2467,10,3895,0,40
80+,2020-05-25,20,6422,11,2478,9,3904,0,40
80+,2020-05-26,17,6439,10,2488,7,3911,0,40
80+,2020-05-27,16,6455,8,2496,8,3919,0,40
80+,2020-05-28,15,6470,6,2502,9,3928,0,40
80+,2020-05-29,11,6481,4,2506,7,3935,0,40
80+,2020-05-30,16,6497,10,2516,6,3941,0,40
80+,2020-05-31,14,6511,6,2522,8,3949,0,40
80+,2020-06-01,16,6527,7,2529,9,3958,0,40
80+,2020-06-02,13,6540,8,2537,4,3962,1,41
80+,2020-06-03,15,6555,11,2548,4,3966,0,41
80+,2020-06-04,12,6567,5,2553,6,3972,1,42
80+,2020-06-05,6,6573,2,2555,4,3976,0,42
80+,2020-06-06,6,6579,2,2557,4,3980,0,42
80+,2020-06-07,8,6587,6,2563,2,3982,0,42
80+,2020-06-08,3,6590,2,2565,1,3983,0,42
80+,2020-06-09,5,6595,4,2569,1,3984,0,42
80+,2020-06-10,9,6604,4,2573,5,3989,0,42
80+,2020-06-11,5,6609,4,2577,1,3990,0,42
80+,2020-06-12,5,6614,3,2580,2,3992,0,42
80+,2020-06-13,4,6618,4,2584,0,3992,0,42
80+,2020-06-14,2,6620,1,2585,1,3993,0,42
80+,2020-06-15,7,6627,2,2587,5,3998,0,42
80+,2020-06-16,5,6632,3,2590,2,4000,0,42
80+,2020-06-17,3,6635,3,2593,0,4000,0,42
80+,2020-06-18,1,6636,1,2594,0,4000,0,42
80+,2020-06-19,4,6640,2,2596,2,4002,0,42
80+,2020-06-20,2,6642,1,2597,1,4003,0,42
80+,2020-06-21,3,6645,1,2598,2,4005,0,42
80+,2020-06-22,4,6649,3,2601,1,4006,0,42
80+,2020-06-23,4,6653,2,2603,2,4008,0,42
80+,2020-06-24,1,6654,1,2604,0,4008,0,42
80+,2020-06-25,5,6659,4,2608,1,4009,0,42
80+,2020-06-26,1,6660,1,2609,0,4009,0,42
80+,2020-06-27,7,6667,4,2613,3,4012,0,42
80+,2020-06-28,2,6669,1,2614,1,4013,0,42
80+,2020-06-29,1,6670,1,2615,0,4013,0,42
80+,2020-06-30,6,6676,6,2621,0,4013,0,42
80+,2020-07-01,1,6677,1,2622,0,4013,0,42
80+,2020-07-02,3,6680,3,2625,0,4013,0,42
80+,2020-07-03,0,6680,0,2625,0,4013,0,42
80+,2020-07-04,1,6681,1,2626,0,4013,0,42
80+,2020-07-05,2,6683,1,2627,1,4014,0,42
80+,2020-07-06,1,6684,0,2627,1,4015,0,42
80+,2020-07-07,2,6686,2,2629,0,4015,0,42
80+,2020-07-08,1,6687,1,2630,0,4015,0,42
80+,2020-07-09,2,6689,1,2631,1,4016,0,42
80+,2020-07-11,0,6689,0,2631,0,4016,0,42
80+,2020-07-12,2,6691,1,2632,1,4017,0,42
80+,2020-07-14,3,6694,2,2634,1,4018,0,42
80+,2020-07-15,1,6695,0,2634,1,4019,0,42
80+,2020-07-16,2,6697,1,2635,1,4020,0,42
80+,2020-07-17,0,6697,0,2635,0,4020,0,42
80+,2020-07-18,1,6698,1,2636,0,4020,0,42
80+,2020-07-19,0,6698,0,2636,0,4020,0,42
80+,2020-07-20,0,6698,0,2636,0,4020,0,42
80+,2020-07-21,1,6699,1,2637,0,4020,0,42
80+,2020-07-22,1,6700,1,2638,0,4020,0,42
80+,2020-07-23,1,6701,1,2639,0,4020,0,42
80+,2020-07-24,2,6703,2,2641,0,4020,0,42
80+,2020-07-25,1,6704,1,2642,0,4020,0,42
80+,2020-07-26,1,6705,0,2642,1,4021,0,42
80+,2020-07-27,3,6708,2,2644,1,4022,0,42
80+,2020-07-28,0,6708,0,2644,0,4022,0,42
80+,2020-07-29,2,6710,1,2645,1,4023,0,42
80+,2020-07-30,2,6712,1,2646,1,4024,0,42
80+,2020-07-31,3,6715,3,2649,0,4024,0,42
80+,2020-08-01,2,6717,1,2650,1,4025,0,42
80+,2020-08-02,4,6721,3,2653,1,4026,0,42
80+,2020-08-03,2,6723,1,2654,1,4027,0,42
80+,2020-08-04,2,6725,1,2655,1,4028,0,42
80+,2020-08-05,3,6728,2,2657,1,4029,0,42
80+,2020-08-06,3,6731,1,2658,1,4030,1,43
80+,2020-08-07,5,6736,2,2660,3,4033,0,43
80+,2020-08-08,1,6737,1,2661,0,4033,0,43
80+,2020-08-09,4,6741,3,2664,1,4034,0,43
80+,2020-08-10,5,6746,3,2667,2,4036,0,43
80+,2020-08-11,8,6754,6,2673,2,4038,0,43
80+,2020-08-12,6,6760,3,2676,3,4041,0,43
80+,2020-08-13,7,6767,2,2678,5,4046,0,43
80+,2020-08-14,10,6777,4,2682,6,4052,0,43
80+,2020-08-15,8,6785,5,2687,3,4055,0,43
80+,2020-08-16,5,6790,2,2689,3,4058,0,43
80+,2020-08-17,6,6796,4,2693,2,4060,0,43
80+,2020-08-18,4,6800,3,2696,1,4061,0,43
80+,2020-08-19,9,6809,2,2698,7,4068,0,43
80+,2020-08-20,3,6812,1,2699,2,4070,0,43
80+,2020-08-21,2,6814,1,2700,1,4071,0,43
80+,2020-08-22,3,6817,3,2703,0,4071,0,43
80+,2020-08-23,0,6817,0,2703,0,4071,0,43
80+,2020-08-24,2,6819,1,2704,1,4072,0,43
80+,2020-08-25,3,6822,2,2706,1,4073,0,43
80+,2020-08-26,3,6825,1,2707,2,4075,0,43
80+,2020-08-27,0,6825,0,2707,0,4075,0,43
80+,2020-08-28,3,6828,2,2709,1,4076,0,43
80+,2020-08-29,3,6831,2,2711,1,4077,0,43
80+,2020-08-30,1,6832,1,2712,0,4077,0,43
80+,2020-08-31,2,6834,1,2713,1,4078,0,43
80+,2020-09-01,2,6836,0,2713,2,4080,0,43
80+,2020-09-02,0,6836,0,2713,0,4080,0,43
80+,2020-09-03,2,6838,1,2714,1,4081,0,43
80+,2020-09-04,1,6839,0,2714,1,4082,0,43
80+,2020-09-05,0,6839,0,2714,0,4082,0,43
80+,2020-09-06,1,6840,1,2715,0,4082,0,43
80+,2020-09-07,1,6841,1,2716,0,4082,0,43
80+,2020-09-08,1,6842,1,2717,0,4082,0,43
80+,2020-09-09,2,6844,2,2719,0,4082,0,43
80+,2020-09-10,0,6844,0,2719,0,4082,0,43
80+,2020-09-11,2,6846,1,2720,1,4083,0,43
80+,2020-09-12,1,6847,1,2721,0,4083,0,43
80+,2020-09-13,1,6848,1,2722,0,4083,0,43
80+,2020-09-14,1,6849,0,2722,1,4084,0,43
80+,2020-09-15,2,6851,1,2723,1,4085,0,43
80+,2020-09-16,2,6853,1,2724,1,4086,0,43
80+,2020-09-17,0,6853,0,2724,0,4086,0,43
80+,2020-09-18,3,6856,3,2727,0,4086,0,43
80+,2020-09-19,5,6861,4,2731,1,4087,0,43
80+,2020-09-20,2,6863,1,2732,1,4088,0,43
80+,2020-09-21,2,6865,2,2734,0,4088,0,43
80+,2020-09-22,1,6866,1,2735,0,4088,0,43
80+,2020-09-23,6,6872,5,2740,1,4089,0,43
80+,2020-09-24,4,6876,4,2744,0,4089,0,43
80+,2020-09-25,4,6880,4,2748,0,4089,0,43
80+,2020-09-26,3,6883,2,2750,1,4090,0,43
80+,2020-09-27,6,6889,2,2752,4,4094,0,43
80+,2020-09-28,6,6895,5,2757,1,4095,0,43
80+,2020-09-29,7,6902,6,2763,1,4096,0,43
80+,2020-09-30,3,6905,2,2765,1,4097,0,43
80+,2020-10-01,8,6913,7,2772,1,4098,0,43
80+,2020-10-02,5,6918,3,2775,2,4100,0,43
80+,2020-10-03,8,6926,6,2781,2,4102,0,43
80+,2020-10-04,10,6936,10,2791,0,4102,0,43
80+,2020-10-05,9,6945,6,2797,3,4105,0,43
80+,2020-10-06,13,6958,8,2805,5,4110,0,43
80+,2020-10-07,14,6972,10,2815,4,4114,0,43
80+,2020-10-08,10,6982,7,2822,3,4117,0,43
80+,2020-10-09,14,6996,11,2833,3,4120,0,43
80+,2020-10-10,14,7010,10,2843,4,4124,0,43
80+,2020-10-11,19,7029,13,2856,6,4130,0,43
80+,2020-10-12,28,7057,21,2877,7,4137,0,43
80+,2020-10-13,22,7079,13,2890,9,4146,0,43
80+,2020-10-14,31,7110,22,2912,9,4155,0,43
80+,2020-10-15,23,7133,15,2927,8,4163,0,43
80+,2020-10-16,25,7158,16,2943,9,4172,0,43
80+,2020-10-17,13,7171,11,2954,2,4174,0,43
80+,2020-10-18,21,7192,14,2968,7,4181,0,43
80+,2020-10-19,36,7228,22,2990,14,4195,0,43
80+,2020-10-20,41,7269,25,3015,16,4211,0,43
80+,2020-10-21,44,7313,30,3045,14,4225,0,43
80+,2020-10-22,33,7346,24,3069,9,4234,0,43
80+,2020-10-23,63,7409,46,3115,17,4251,0,43
80+,2020-10-24,66,7475,41,3156,25,4276,0,43
80+,2020-10-25,65,7540,42,3198,23,4299,0,43
80+,2020-10-26,79,7619,56,3254,23,4322,0,43
80+,2020-10-27,84,7703,50,3304,34,4356,0,43
80+,2020-10-28,105,7808,65,3369,40,4396,0,43
80+,2020-10-29,88,7896,56,3425,32,4428,0,43
80+,2020-10-30,125,8021,76,3501,49,4477,0,43
80+,2020-10-31,117,8138,59,3560,58,4535,0,43
80+,2020-11-01,105,8243,54,3614,51,4586,0,43
80+,2020-11-02,127,8370,68,3682,59,4645,0,43
80+,2020-11-03,120,8490,61,3743,59,4704,0,43
80+,2020-11-04,121,8611,59,3802,62,4766,0,43
80+,2020-11-05,137,8748,64,3866,73,4839,0,43
80+,2020-11-06,139,8887,71,3937,68,4907,0,43
80+,2020-11-07,139,9026,76,4013,63,4970,0,43
80+,2020-11-08,138,9164,56,4069,82,5052,0,43
80+,2020-11-09,132,9296,66,4135,66,5118,0,43
80+,2020-11-10,150,9446,66,4201,84,5202,0,43
80+,2020-11-11,129,9575,54,4255,75,5277,0,43
80+,2020-11-12,114,9689,48,4303,66,5343,0,43
80+,2020-11-13,133,9822,65,4368,68,5411,0,43
80+,2020-11-14,118,9940,54,4422,64,5475,0,43
80+,2020-11-15,124,10064,54,4476,70,5545,0,43
80+,2020-11-16,115,10179,54,4530,61,5606,0,43
80+,2020-11-17,107,10286,58,4588,49,5655,0,43
80+,2020-11-18,105,10391,48,4636,57,5712,0,43
80+,2020-11-19,115,10506,45,4681,70,5782,0,43
80+,2020-11-20,113,10619,50,4731,63,5845,0,43
80+,2020-11-21,95,10714,38,4769,57,5902,0,43
80+,2020-11-22,87,10801,42,4811,45,5947,0,43
80+,2020-11-23,86,10887,39,4850,47,5994,0,43
80+,2020-11-24,83,10970,37,4887,46,6040,0,43
80+,2020-11-25,83,11053,36,4923,47,6087,0,43
80+,2020-11-26,83,11136,35,4958,48,6135,0,43
80+,2020-11-27,80,11216,31,4989,49,6184,0,43
80+,2020-11-28,74,11290,33,5022,40,6224,1,44
80+,2020-11-29,83,11373,38,5060,45,6269,0,44
80+,2020-11-30,72,11445,34,5094,38,6307,0,44
80+,2020-12-01,72,11517,28,5122,44,6351,0,44
80+,2020-12-02,71,11588,30,5152,41,6392,0,44
80+,2020-12-03,66,11654,37,5189,29,6421,0,44
80+,2020-12-04,67,11721,28,5217,39,6460,0,44
80+,2020-12-05,56,11777,27,5244,29,6489,0,44
80+,2020-12-06,57,11834,23,5267,34,6523,0,44
80+,2020-12-07,67,11901,30,5297,37,6560,0,44
80+,2020-12-08,69,11970,27,5324,42,6602,0,44
80+,2020-12-09,68,12038,30,5354,38,6640,0,44
80+,2020-12-10,68,12106,25,5379,43,6683,0,44
80+,2020-12-11,76,12182,34,5413,42,6725,0,44
80+,2020-12-12,59,12241,32,5445,27,6752,0,44
80+,2020-12-13,61,12302,31,5476,30,6782,0,44
80+,2020-12-14,67,12369,31,5507,36,6818,0,44
80+,2020-12-15,76,12445,33,5540,43,6861,0,44
80+,2020-12-16,68,12513,29,5569,39,6900,0,44
80+,2020-12-17,66,12579,20,5589,46,6946,0,44
80+,2020-12-18,58,12637,25,5614,33,6979,0,44
80+,2020-12-19,71,12708,34,5648,37,7016,0,44
80+,2020-12-20,72,12780,36,5684,36,7052,0,44
80+,2020-12-21,50,12830,24,5708,26,7078,0,44
80+,2020-12-22,73,12903,34,5742,39,7117,0,44
80+,2020-12-23,59,12962,25,5767,34,7151,0,44
80+,2020-12-24,57,13019,33,5800,24,7175,0,44
80+,2020-12-25,38,13057,17,5817,21,7196,0,44
80+,2020-12-26,53,13110,24,5841,29,7225,0,44
80+,2020-12-27,47,13157,18,5859,29,7254,0,44
80+,2020-12-28,48,13205,24,5883,24,7278,0,44
80+,2020-12-29,50,13255,24,5907,26,7304,0,44
80+,2020-12-30,54,13309,30,5937,24,7328,0,44
80+,2020-12-31,60,13369,30,5967,30,7358,0,44
80+,2021-01-01,40,13409,19,5986,21,7379,0,44
80+,2021-01-02,45,13454,25,6011,20,7399,0,44
80+,2021-01-03,26,13480,15,6026,11,7410,0,44
80+,2021-01-04,38,13518,27,6053,11,7421,0,44
80+,2021-01-05,46,13564,25,6078,21,7442,0,44
80+,2021-01-06,42,13606,19,6097,23,7465,0,44
80+,2021-01-07,35,13641,21,6118,13,7478,1,45
80+,2021-01-08,32,13673,18,6136,14,7492,0,45
80+,2021-01-09,36,13709,12,6148,24,7516,0,45
80+,2021-01-10,47,13756,24,6172,23,7539,0,45
80+,2021-01-11,34,13790,18,6190,16,7555,0,45
80+,2021-01-12,35,13825,20,6210,15,7570,0,45
80+,2021-01-13,30,13855,18,6228,12,7582,0,45
80+,2021-01-14,49,13904,26,6254,23,7605,0,45
80+,2021-01-15,32,13936,14,6268,18,7623,0,45
80+,2021-01-16,31,13967,17,6285,14,7637,0,45
80+,2021-01-17,36,14003,18,6303,18,7655,0,45
80+,2021-01-18,37,14040,22,6325,15,7670,0,45
80+,2021-01-19,40,14080,23,6348,17,7687,0,45
80+,2021-01-20,34,14114,19,6367,15,7702,0,45
80+,2021-01-21,38,14152,23,6390,15,7717,0,45
80+,2021-01-22,33,14185,21,6411,12,7729,0,45
80+,2021-01-23,51,14236,27,6438,24,7753,0,45
80+,2021-01-24,29,14265,12,6450,17,7770,0,45
80+,2021-01-25,35,14300,20,6470,15,7785,0,45
80+,2021-01-26,37,14337,23,6493,14,7799,0,45
80+,2021-01-27,30,14367,19,6512,11,7810,0,45
80+,2021-01-28,44,14411,24,6536,20,7830,0,45
80+,2021-01-29,29,14440,16,6552,13,7843,0,45
80+,2021-01-30,19,14459,7,6559,12,7855,0,45
80+,2021-01-31,20,14479,14,6573,6,7861,0,45
80+,2021-02-01,27,14506,14,6587,13,7874,0,45
80+,2021-02-02,31,14537,21,6608,10,7884,0,45
80+,2021-02-03,27,14564,11,6619,16,7900,0,45
80+,2021-02-04,26,14590,16,6635,10,7910,0,45
80+,2021-02-05,37,14627,22,6657,15,7925,0,45
80+,2021-02-06,33,14660,16,6673,17,7942,0,45
80+,2021-02-07,32,14692,15,6688,17,7959,0,45
80+,2021-02-08,26,14718,16,6704,10,7969,0,45
80+,2021-02-09,31,14749,14,6718,17,7986,0,45
80+,2021-02-10,30,14779,15,6733,15,8001,0,45
80+,2021-02-11,19,14798,12,6745,7,8008,0,45
80+,2021-02-12,29,14827,16,6761,13,8021,0,45
80+,2021-02-13,24,14851,16,6777,8,8029,0,45
80+,2021-02-14,35,14886,20,6797,15,8044,0,45
80+,2021-02-15,29,14915,13,6810,16,8060,0,45
80+,2021-02-16,21,14936,13,6823,8,8068,0,45
80+,2021-02-17,18,14954,10,6833,8,8076,0,45
80+,2021-02-18,19,14973,11,6844,8,8084,0,45
80+,2021-02-19,18,14991,11,6855,7,8091,0,45
80+,2021-02-20,12,15003,5,6860,7,8098,0,45
80+,2021-02-21,19,15022,13,6873,6,8104,0,45
80+,2021-02-22,9,15031,7,6880,2,8106,0,45
80+,2021-02-23,13,15044,12,6892,1,8107,0,45
80+,2021-02-24,7,15051,6,6898,1,8108,0,45
80+,2021-02-25,20,15071,18,6916,2,8110,0,45
80+,2021-02-26,12,15083,8,6924,4,8114,0,45
80+,2021-02-27,18,15101,15,6939,3,8117,0,45
80+,2021-02-28,18,15119,16,6955,2,8119,0,45
80+,2021-03-01,16,15135,14,6969,2,8121,0,45
80+,2021-03-02,15,15150,14,6983,1,8122,0,45
80+,2021-03-03,14,15164,10,6993,4,8126,0,45
80+,2021-03-04,13,15177,12,7005,1,8127,0,45
80+,2021-03-05,19,15196,16,7021,3,8130,0,45
80+,2021-03-06,15,15211,15,7036,0,8130,0,45
80+,2021-03-07,16,15227,15,7051,1,8131,0,45
80+,2021-03-08,17,15244,17,7068,0,8131,0,45
80+,2021-03-09,5,15249,5,7073,0,8131,0,45
